:ID,:LABEL,crime_type,district_id,estimated_loss,fir_number,lat,lng,occurred_date,severity,status
FIR-BLR-2021-00011,FIR,CHAIN,KA-BLR,210804.1,KA/BLR/2021/00011,13.149506,77.817131,2021-01-15,3,Under Investigation
FIR-BLG-2021-00002,FIR,NARCOTICS,KA-BLG,35781520.16,KA/BLG/2021/00002,15.77351,74.473192,2021-01-15,4,Withdrawn
FIR-HBL-2021-00002,FIR,ASSAULT,KA-HBL,7109.48,KA/HBL/2021/00002,14.955985,75.193366,2021-01-16,3,Charge Sheet Filed
FIR-BLR2-2021-00003,FIR,VEH_THEFT,KA-BLR2,1336237.78,KA/BLR2/2021/00003,15.595925,77.239755,2021-01-16,2,Charge Sheet Filed
FIR-KLP-2021-00004,FIR,VEH_THEFT,KA-KLP,992495.96,KA/KLP/2021/00004,17.615671,76.774261,2021-01-16,2,Charge Sheet Filed
FIR-BLR-2021-00012,FIR,FRAUD,KA-BLR,5426972.77,KA/BLR/2021/00012,13.064269,77.427543,2021-01-17,3,Final Report
FIR-HBL-2021-00003,FIR,NARCOTICS,KA-HBL,43772000.45,KA/HBL/2021/00003,15.064148,75.426657,2021-01-17,4,Under Investigation
FIR-KLP-2021-00005,FIR,TRESPASS,KA-KLP,737.88,KA/KLP/2021/00005,17.027924,76.971726,2021-01-17,2,Under Investigation
FIR-BLG-2021-00003,FIR,BURGLARY,KA-BLG,422880.99,KA/BLG/2021/00003,16.060842,74.62701,2021-01-18,3,Charge Sheet Filed
FIR-BLG-2021-00004,FIR,CYBER,KA-BLG,3010404.44,KA/BLG/2021/00004,15.955346,74.83615,2021-01-18,3,Final Report
FIR-MGL-2021-00006,FIR,THEFT,KA-MGL,5574.6,KA/MGL/2021/00006,12.312326,75.222928,2021-01-19,2,Closed (Undetected)
FIR-KLP-2021-00006,FIR,FRAUD,KA-KLP,2418181.9,KA/KLP/2021/00006,17.250335,76.91202,2021-01-19,3,Under Investigation
FIR-KLR-2021-00002,FIR,THEFT,KA-KLR,33089.3,KA/KLR/2021/00002,12.851506,78.284671,2021-01-20,2,Charge Sheet Filed
FIR-BDR-2021-00002,FIR,CHAIN,KA-BDR,282778.49,KA/BDR/2021/00002,17.691087,77.258153,2021-01-20,3,Under Investigation
FIR-SHV-2021-00001,FIR,FRAUD,KA-SHV,4106717.19,KA/SHV/2021/00001,13.873497,75.695737,2021-01-21,3,Under Investigation
FIR-RCR-2021-00001,FIR,CHAIN,KA-RCR,288495.97,KA/RCR/2021/00001,15.99588,77.457976,2021-01-21,3,Withdrawn
FIR-UDR-2021-00001,FIR,MURDER,KA-UDR,0.0,KA/UDR/2021/00001,13.48283,75.144795,2021-01-22,6,Closed (Undetected)
FIR-BLR-2021-00013,FIR,ARSON,KA-BLR,2324742.24,KA/BLR/2021/00013,12.960098,77.380097,2021-01-22,4,Withdrawn
FIR-RBG-2021-00004,FIR,BURGLARY,KA-RBG,235569.32,KA/RBG/2021/00004,15.524256,74.879386,2021-01-23,3,Under Investigation
FIR-BLR-2021-00014,FIR,KIDNAP,KA-BLR,1230397.21,KA/BLR/2021/00014,13.116757,77.749492,2021-01-23,5,Final Report
FIR-BLRR-2021-00001,FIR,THEFT,KA-BLR-R,31299.75,KA/BLRR/2021/00001,13.162474,77.518555,2021-01-23,2,Closed (Undetected)
FIR-VKT-2021-00002,FIR,VEH_THEFT,KA-VKT,770313.93,KA/VKT/2021/00002,15.152803,76.05178,2021-01-24,2,Under Investigation
FIR-BLR-2021-00015,FIR,ROBBERY,KA-BLR,43917.58,KA/BLR/2021/00015,12.950266503098248,77.65263595316488,2021-01-24,4,Charge Sheet Filed
FIR-CHT-2021-00001,FIR,CHAIN,KA-CHT,231555.81,KA/CHT/2021/00001,12.0212,76.505355,2021-01-24,3,Under Investigation
FIR-BLR-2021-00016,FIR,HIT_RUN,KA-BLR,37654.17,KA/BLR/2021/00016,13.059377,77.76417,2021-01-25,4,Under Investigation
FIR-BLR-2021-00017,FIR,NARCOTICS,KA-BLR,45750884.03,KA/BLR/2021/00017,13.069772,77.61182,2021-01-25,4,Under Investigation
FIR-RBG-2021-00005,FIR,FRAUD,KA-RBG,4883968.68,KA/RBG/2021/00005,15.571668,75.218641,2021-01-26,3,Charge Sheet Filed
FIR-MGL-2021-00007,FIR,THEFT,KA-MGL,33794.8,KA/MGL/2021/00007,12.854622,74.812255,2021-01-26,2,Under Investigation
FIR-BLR-2021-00018,FIR,PICK,KA-BLR,8682.3,KA/BLR/2021/00018,13.084223,77.673122,2021-01-26,1,Under Investigation
FIR-MGL-2021-00008,FIR,FRAUD,KA-MGL,4537908.94,KA/MGL/2021/00008,12.535331,75.404337,2021-01-27,3,Charge Sheet Filed
FIR-BLR2-2021-00004,FIR,DRUNK_DRV,KA-BLR2,2674.31,KA/BLR2/2021/00004,15.550903,76.683958,2021-01-27,2,Final Report
FIR-KLP-2021-00007,FIR,DRUNK_DRV,KA-KLP,1613.03,KA/KLP/2021/00007,17.053526,77.234043,2021-01-28,2,Under Investigation
FIR-BLRR-2021-00002,FIR,HIT_RUN,KA-BLR-R,13877.62,KA/BLRR/2021/00002,12.953136,77.388833,2021-01-28,4,Charge Sheet Filed
FIR-MYS-2021-00002,FIR,ASSAULT,KA-MYS,43189.47,KA/MYS/2021/00002,12.4494,76.476697,2021-01-29,3,Charge Sheet Filed
FIR-CHT-2021-00002,FIR,CHAIN,KA-CHT,154747.4,KA/CHT/2021/00002,11.906272,76.734324,2021-01-29,3,Under Investigation
FIR-BLR-2021-00019,FIR,CHAIN,KA-BLR,174855.8,KA/BLR/2021/00019,12.946039,77.786793,2021-01-30,3,Closed (Undetected)
FIR-BLR-2021-00020,FIR,THEFT,KA-BLR,12449.47,KA/BLR/2021/00020,13.165896,77.489153,2021-01-30,2,Charge Sheet Filed
FIR-BLG-2021-00005,FIR,VEH_THEFT,KA-BLG,25506.13,KA/BLG/2021/00005,15.958951,74.392771,2021-01-30,2,Under Investigation
FIR-RMN-2021-00001,FIR,BURGLARY,KA-RMN,306334.28,KA/RMN/2021/00001,12.921432,77.414859,2021-01-31,3,Closed (Undetected)
FIR-BLG-2021-00006,FIR,THEFT,KA-BLG,20974.13,KA/BLG/2021/00006,16.340369,75.056174,2021-01-31,2,Charge Sheet Filed
FIR-KLP-2021-00008,FIR,THEFT,KA-KLP,44150.93,KA/KLP/2021/00008,17.534949096933783,76.69735480231097,2021-01-31,2,Final Report
FIR-BLG-2021-00007,FIR,CHAIN,KA-BLG,137041.67,KA/BLG/2021/00007,16.236751,74.595505,2021-02-01,3,Charge Sheet Filed
FIR-BLR-2021-00021,FIR,VEH_THEFT,KA-BLR,734523.18,KA/BLR/2021/00021,13.167443,77.456702,2021-02-01,2,Under Investigation
FIR-BLG-2021-00008,FIR,PICK,KA-BLG,8591.96,KA/BLG/2021/00008,16.228942,74.556461,2021-02-02,1,Charge Sheet Filed
FIR-RBG-2021-00006,FIR,VEH_THEFT,KA-RBG,1057118.09,KA/RBG/2021/00006,15.395487,74.97054,2021-02-02,2,Closed (Undetected)
FIR-UDR-2021-00002,FIR,THEFT,KA-UDR,6436.16,KA/UDR/2021/00002,13.368386,75.027475,2021-02-03,2,Final Report
FIR-MYS-2021-00003,FIR,ASSAULT,KA-MYS,1963.53,KA/MYS/2021/00003,11.965003,76.770324,2021-02-03,3,Charge Sheet Filed
FIR-BLR-2021-00022,FIR,FRAUD,KA-BLR,7699083.19,KA/BLR/2021/00022,13.013129,77.675562,2021-02-04,3,Under Investigation
FIR-BLR-2021-00023,FIR,BURGLARY,KA-BLR,494818.67,KA/BLR/2021/00023,13.084212,77.690196,2021-02-04,3,Transferred
FIR-MYS-2021-00004,FIR,THEFT,KA-MYS,21092.75,KA/MYS/2021/00004,12.409993759848849,76.63433574766432,2021-02-05,2,Under Investigation
FIR-KLP-2021-00009,FIR,BURGLARY,KA-KLP,123958.59,KA/KLP/2021/00009,17.228444003275875,76.91115153530896,2021-02-05,3,Closed (Undetected)
FIR-BLR-2021-00024,FIR,PICK,KA-BLR,3935.08,KA/BLR/2021/00024,12.795469,77.569442,2021-02-06,1,Withdrawn
FIR-UDR-2021-00003,FIR,RIOTING,KA-UDR,139266.56,KA/UDR/2021/00003,13.301247,75.14337,2021-02-06,4,Final Report
FIR-GBG-2021-00001,FIR,THEFT,KA-GBG,10144.5,KA/GBG/2021/00001,15.546864,75.863123,2021-02-07,2,Under Investigation
FIR-KLP-2021-00010,FIR,VEH_THEFT,KA-KLP,125699.69,KA/KLP/2021/00010,17.764152,77.214747,2021-02-07,2,Withdrawn
FIR-MGL-2021-00009,FIR,TRESPASS,KA-MGL,911.43,KA/MGL/2021/00009,12.922868,75.261904,2021-02-08,2,Under Investigation
FIR-BLR-2021-00025,FIR,THEFT,KA-BLR,6700.43,KA/BLR/2021/00025,13.07705,77.762193,2021-02-08,2,Under Investigation
FIR-BLR-2021-00026,FIR,THEFT,KA-BLR,1031.75,KA/BLR/2021/00026,13.147589,77.793542,2021-02-09,2,Under Investigation
FIR-UDR-2021-00004,FIR,THEFT,KA-UDR,21551.48,KA/UDR/2021/00004,13.304568,75.109001,2021-02-09,2,Under Investigation
FIR-BLR-2021-00027,FIR,THEFT,KA-BLR,47787.2,KA/BLR/2021/00027,13.086474,77.553417,2021-02-10,2,Charge Sheet Filed
FIR-BLR2-2021-00005,FIR,THEFT,KA-BLR2,26044.35,KA/BLR2/2021/00005,14.826309,76.752467,2021-02-10,2,Under Investigation
FIR-UDR-2021-00005,FIR,FRAUD,KA-UDR,1026068.8,KA/UDR/2021/00005,12.917296452091938,74.55542077069855,2021-02-11,3,Under Investigation
FIR-MGL-2021-00010,FIR,ATTEMPT_M,KA-MGL,0.0,KA/MGL/2021/00010,12.886125,75.436002,2021-02-11,5,Final Report
FIR-BLR-2021-00028,FIR,CHAIN,KA-BLR,67672.37,KA/BLR/2021/00028,12.982766,77.764452,2021-02-12,3,Under Investigation
FIR-MGL-2021-00011,FIR,THEFT,KA-MGL,42779.76,KA/MGL/2021/00011,12.704406,74.956666,2021-02-12,2,Under Investigation
FIR-BLR-2021-00029,FIR,TRESPASS,KA-BLR,731.65,KA/BLR/2021/00029,13.171095,77.44675,2021-02-13,2,Under Investigation
FIR-BLR-2021-00030,FIR,NARCOTICS,KA-BLR,23169831.0,KA/BLR/2021/00030,12.967681997611342,77.45170012923204,2021-02-13,4,Final Report
FIR-KLP-2021-00011,FIR,VEH_THEFT,KA-KLP,989769.68,KA/KLP/2021/00011,17.581363,77.348315,2021-02-14,2,Charge Sheet Filed
FIR-MGL-2021-00012,FIR,THEFT,KA-MGL,19531.73,KA/MGL/2021/00012,12.487997,75.042786,2021-02-14,2,Under Investigation
FIR-MYS-2021-00005,FIR,ASSAULT,KA-MYS,28490.78,KA/MYS/2021/00005,11.831524305937812,76.76999641174936,2021-02-15,3,Final Report
FIR-BLR-2021-00031,FIR,FRAUD,KA-BLR,5703391.36,KA/BLR/2021/00031,12.919437,77.556759,2021-02-15,3,Final Report
FIR-BLR-2021-00032,FIR,THEFT,KA-BLR,24199.47,KA/BLR/2021/00032,13.025389,77.570204,2021-02-16,2,Under Investigation
FIR-BLR-2021-00033,FIR,BURGLARY,KA-BLR,239143.24,KA/BLR/2021/00033,13.134354,77.730824,2021-02-16,3,Final Report
FIR-BLG-2021-00009,FIR,DRUNK_DRV,KA-BLG,4530.38,KA/BLG/2021/00009,15.956157,74.832075,2021-02-17,2,Charge Sheet Filed
FIR-BLR-2021-00034,FIR,BURGLARY,KA-BLR,308850.43,KA/BLR/2021/00034,12.925743,77.803183,2021-02-17,3,Under Investigation
FIR-HBL-2021-00004,FIR,DRUNK_DRV,KA-HBL,1078.73,KA/HBL/2021/00004,15.145351,75.213732,2021-02-18,2,Charge Sheet Filed
FIR-KLP-2021-00012,FIR,ASSAULT,KA-KLP,39135.24,KA/KLP/2021/00012,17.265004,77.111873,2021-02-18,3,Final Report
FIR-RBG-2021-00007,FIR,BURGLARY,KA-RBG,17094.24,KA/RBG/2021/00007,15.21363184980523,75.26007752048925,2021-02-19,3,Under Investigation
FIR-RMN-2021-00002,FIR,THEFT,KA-RMN,914.73,KA/RMN/2021/00002,12.944879,77.471861,2021-02-19,2,Transferred
FIR-MDY-2021-00001,FIR,FRAUD,KA-MDY,3369139.02,KA/MDY/2021/00001,12.880301,76.888151,2021-02-20,3,Closed (Undetected)
FIR-BLR-2021-00035,FIR,BURGLARY,KA-BLR,264119.63,KA/BLR/2021/00035,13.054763,77.600493,2021-02-20,3,Withdrawn
FIR-BLR2-2021-00006,FIR,THEFT,KA-BLR2,11729.63,KA/BLR2/2021/00006,15.018802,77.156274,2021-02-21,2,Charge Sheet Filed
FIR-MYS-2021-00006,FIR,THEFT,KA-MYS,2031.5,KA/MYS/2021/00006,11.835917,76.899133,2021-02-21,2,Under Investigation
FIR-BLR-2021-00036,FIR,NARCOTICS,KA-BLR,15268964.86,KA/BLR/2021/00036,13.110294,77.49892,2021-02-22,4,Charge Sheet Filed
FIR-BLG-2021-00010,FIR,RIOTING,KA-BLG,74972.19,KA/BLG/2021/00010,16.044147,74.641081,2021-02-22,4,Under Investigation
FIR-RBG-2021-00008,FIR,THEFT,KA-RBG,14711.13,KA/RBG/2021/00008,15.432568,74.999766,2021-02-23,2,Under Investigation
FIR-BLR-2021-00037,FIR,BURGLARY,KA-BLR,93515.65,KA/BLR/2021/00037,13.041991,77.564429,2021-02-23,3,Charge Sheet Filed
FIR-BLR-2021-00038,FIR,TRESPASS,KA-BLR,518.96,KA/BLR/2021/00038,12.846298,77.494865,2021-02-24,2,Under Investigation
FIR-KLP-2021-00013,FIR,ROBBERY,KA-KLP,79858.64,KA/KLP/2021/00013,17.60612296070512,77.37983427789986,2021-02-24,4,Under Investigation
FIR-RBG-2021-00009,FIR,ATM_FRAUD,KA-RBG,83373.32,KA/RBG/2021/00009,15.395719519066942,75.00760635246267,2021-02-25,3,Charge Sheet Filed
FIR-BDR-2021-00003,FIR,THEFT,KA-BDR,19223.0,KA/BDR/2021/00003,18.196882,77.290841,2021-02-25,2,Closed (Undetected)
FIR-KLP-2021-00014,FIR,THEFT,KA-KLP,20211.53,KA/KLP/2021/00014,17.054542,77.235081,2021-02-26,2,Transferred
FIR-MGL-2021-00013,FIR,CYBER,KA-MGL,2619078.77,KA/MGL/2021/00013,12.494901,75.496883,2021-02-26,3,Closed (Undetected)
FIR-BLR-2021-00039,FIR,PICK,KA-BLR,7437.94,KA/BLR/2021/00039,13.068788,77.626159,2021-02-27,1,Under Investigation
FIR-HBL-2021-00005,FIR,DRUNK_DRV,KA-HBL,4716.14,KA/HBL/2021/00005,15.046515,75.382019,2021-02-27,2,Under Investigation
FIR-BLRR-2021-00003,FIR,PICK,KA-BLR-R,2562.35,KA/BLRR/2021/00003,13.253389,77.555346,2021-02-28,1,Closed (Undetected)
FIR-MGL-2021-00014,FIR,FRAUD,KA-MGL,45221.77,KA/MGL/2021/00014,12.490688,75.443666,2021-02-28,3,Under Investigation
FIR-CHB-2021-00002,FIR,NARCOTICS,KA-CHB,38554517.26,KA/CHB/2021/00002,13.707750812488477,77.60430895517133,2021-03-01,4,Under Investigation
FIR-BLR2-2021-00007,FIR,VEH_THEFT,KA-BLR2,271920.86,KA/BLR2/2021/00007,14.972454,76.502684,2021-03-01,2,Closed (Undetected)
FIR-SHV-2021-00002,FIR,ASSAULT,KA-SHV,10.18,KA/SHV/2021/00002,13.816523,75.502798,2021-03-01,3,Closed (Undetected)
FIR-BLR2-2021-00008,FIR,THEFT,KA-BLR2,18375.01,KA/BLR2/2021/00008,15.43703,76.622276,2021-03-02,2,Under Investigation
FIR-HBL-2021-00006,FIR,ATM_FRAUD,KA-HBL,70603.48,KA/HBL/2021/00006,15.278902,75.194205,2021-03-02,3,Under Investigation
FIR-HBL-2021-00007,FIR,THEFT,KA-HBL,23493.38,KA/HBL/2021/00007,15.378402,75.420441,2021-03-02,2,Transferred
FIR-KLP-2021-00015,FIR,PICK,KA-KLP,3166.02,KA/KLP/2021/00015,17.595041,77.372543,2021-03-03,1,Transferred
FIR-HBL-2021-00008,FIR,ARSON,KA-HBL,1413285.43,KA/HBL/2021/00008,15.452116,74.879287,2021-03-03,4,Withdrawn
FIR-BLR-2021-00040,FIR,HIT_RUN,KA-BLR,6352.68,KA/BLR/2021/00040,13.223439,77.620958,2021-03-03,4,Closed (Undetected)
FIR-UDR-2021-00006,FIR,ARSON,KA-UDR,83004.42,KA/UDR/2021/00006,13.538185,75.297164,2021-03-04,4,Charge Sheet Filed
FIR-BLR2-2021-00009,FIR,VEH_THEFT,KA-BLR2,250853.46,KA/BLR2/2021/00009,14.994795,77.172237,2021-03-04,2,Transferred
FIR-HBL-2021-00009,FIR,PICK,KA-HBL,3634.55,KA/HBL/2021/00009,15.020872946956816,75.02010973861694,2021-03-04,1,Final Report
FIR-RBG-2021-00010,FIR,VEH_THEFT,KA-RBG,970156.01,KA/RBG/2021/00010,15.442095,74.958449,2021-03-05,2,Under Investigation
FIR-BLR2-2021-00010,FIR,ROBBERY,KA-BLR2,11985.06,KA/BLR2/2021/00010,14.928253,76.712259,2021-03-05,4,Under Investigation
FIR-HSN-2021-00001,FIR,DACOITY,KA-HSN,318306.15,KA/HSN/2021/00001,12.997091,75.867603,2021-03-05,5,Charge Sheet Filed
FIR-BLR-2021-00041,FIR,VEH_THEFT,KA-BLR,1309012.48,KA/BLR/2021/00041,12.779849,77.647463,2021-03-06,2,Charge Sheet Filed
FIR-BLR-2021-00042,FIR,ARSON,KA-BLR,1900533.28,KA/BLR/2021/00042,12.830089,77.480577,2021-03-06,4,Final Report
FIR-UDR-2021-00007,FIR,DRUNK_DRV,KA-UDR,4138.11,KA/UDR/2021/00007,13.36569,74.840175,2021-03-06,2,Closed (Undetected)
FIR-BLR-2021-00043,FIR,BURGLARY,KA-BLR,87664.76,KA/BLR/2021/00043,13.087242,77.50824,2021-03-07,3,Under Investigation
FIR-RMN-2021-00003,FIR,CYBER,KA-RMN,813617.87,KA/RMN/2021/00003,12.759407,77.292306,2021-03-07,3,Charge Sheet Filed
FIR-BLR-2021-00044,FIR,BURGLARY,KA-BLR,66527.6,KA/BLR/2021/00044,12.905429142865836,77.76382382803665,2021-03-07,3,Under Investigation
FIR-VKT-2021-00003,FIR,VEH_THEFT,KA-VKT,1301456.11,KA/VKT/2021/00003,15.169663,76.062381,2021-03-08,2,Charge Sheet Filed
FIR-UDR-2021-00008,FIR,THEFT,KA-UDR,32356.92,KA/UDR/2021/00008,13.555176,75.001107,2021-03-08,2,Charge Sheet Filed
FIR-KLP-2021-00016,FIR,FRAUD,KA-KLP,5565540.98,KA/KLP/2021/00016,17.5391,77.106948,2021-03-08,3,Under Investigation
FIR-UDR-2021-00009,FIR,BURGLARY,KA-UDR,75136.9,KA/UDR/2021/00009,13.35705,75.021188,2021-03-09,3,Under Investigation
FIR-CKM-2021-00001,FIR,CHAIN,KA-CKM,262812.05,KA/CKM/2021/00001,13.354260468220183,76.12271761311533,2021-03-09,3,Under Investigation
FIR-MYS-2021-00007,FIR,THEFT,KA-MYS,31345.92,KA/MYS/2021/00007,11.837387,76.896278,2021-03-09,2,Charge Sheet Filed
FIR-MYS-2021-00008,FIR,VEH_THEFT,KA-MYS,1458906.1,KA/MYS/2021/00008,12.445697,76.470569,2021-03-10,2,Final Report
FIR-RMN-2021-00004,FIR,BURGLARY,KA-RMN,315310.49,KA/RMN/2021/00004,12.581062,77.642348,2021-03-10,3,Transferred
FIR-BLR-2021-00045,FIR,FRAUD,KA-BLR,6683930.4,KA/BLR/2021/00045,13.115827,77.446821,2021-03-10,3,Closed (Undetected)
FIR-BLR2-2021-00011,FIR,THEFT,KA-BLR2,14536.24,KA/BLR2/2021/00011,15.525587,76.551403,2021-03-11,2,Under Investigation
FIR-MYS-2021-00009,FIR,MURDER,KA-MYS,0.0,KA/MYS/2021/00009,12.442148,76.48376,2021-03-11,6,Charge Sheet Filed
FIR-BLR-2021-00046,FIR,THEFT,KA-BLR,36021.2,KA/BLR/2021/00046,12.85701829969271,77.59072727669475,2021-03-11,2,Under Investigation
FIR-BLR-2021-00047,FIR,THEFT,KA-BLR,17901.34,KA/BLR/2021/00047,13.183827,77.442374,2021-03-12,2,Under Investigation
FIR-BLR2-2021-00012,FIR,CHAIN,KA-BLR2,50872.03,KA/BLR2/2021/00012,15.559306,76.511206,2021-03-12,3,Under Investigation
FIR-KLP-2021-00017,FIR,BURGLARY,KA-KLP,192052.15,KA/KLP/2021/00017,17.031966,76.974349,2021-03-12,3,Charge Sheet Filed
FIR-BLR-2021-00048,FIR,BURGLARY,KA-BLR,357080.04,KA/BLR/2021/00048,13.107256,77.782509,2021-03-13,3,Withdrawn
FIR-RBG-2021-00011,FIR,ASSAULT,KA-RBG,40465.55,KA/RBG/2021/00011,15.407927,74.944149,2021-03-13,3,Charge Sheet Filed
FIR-KLP-2021-00018,FIR,POSSESS,KA-KLP,46171.0,KA/KLP/2021/00018,17.218007,77.385025,2021-03-13,3,Under Investigation
FIR-CHB-2021-00003,FIR,THEFT,KA-CHB,38157.54,KA/CHB/2021/00003,13.354761,77.728669,2021-03-14,2,Transferred
FIR-BLR-2021-00049,FIR,THEFT,KA-BLR,7850.33,KA/BLR/2021/00049,13.010032,77.704643,2021-03-14,2,Final Report
FIR-KLP-2021-00019,FIR,THEFT,KA-KLP,5691.0,KA/KLP/2021/00019,17.21971,77.151319,2021-03-14,2,Transferred
FIR-SHV-2021-00003,FIR,THEFT,KA-SHV,11264.52,KA/SHV/2021/00003,13.781839,75.456855,2021-03-15,2,Under Investigation
FIR-BLR2-2021-00013,FIR,THEFT,KA-BLR2,24691.49,KA/BLR2/2021/00013,15.192132,76.663193,2021-03-15,2,Closed (Undetected)
FIR-HBL-2021-00010,FIR,CHAIN,KA-HBL,34702.74,KA/HBL/2021/00010,14.986923,75.143433,2021-03-15,3,Final Report
FIR-BDR-2021-00004,FIR,DRUNK_DRV,KA-BDR,1727.08,KA/BDR/2021/00004,17.77102124448421,76.97264950665455,2021-03-16,2,Transferred
FIR-RBG-2021-00012,FIR,BURGLARY,KA-RBG,472397.62,KA/RBG/2021/00012,15.564568,74.924715,2021-03-16,3,Under Investigation
FIR-HBL-2021-00011,FIR,ASSAULT,KA-HBL,5812.9,KA/HBL/2021/00011,15.440128,75.417194,2021-03-16,3,Charge Sheet Filed
FIR-MYS-2021-00010,FIR,THEFT,KA-MYS,22976.41,KA/MYS/2021/00010,12.025862,76.539994,2021-03-17,2,Final Report
