tower_id,latitude,longitude,district_id,station_id,provider,radius,operator,sector_count,coverage_polygon
TOW-00124,13.15462,77.79762,KA-BLR,STN-KA-BLR-0024,BSNL,5000.0,Airtel,3,
TOW-00125,13.13339,77.80088,KA-BLR,STN-KA-BLR-0024,Airtel,5000.0,Airtel,3,
TOW-00126,13.18021,77.80584,KA-BLR,STN-KA-BLR-0024,Airtel,5000.0,Airtel,3,
TOW-00127,13.12488,77.79304,KA-BLR,STN-KA-BLR-0024,BSNL,5000.0,Airtel,3,
TOW-00128,13.15454,77.76774,KA-BLR,STN-KA-BLR-0024,Airtel,5000.0,Airtel,3,
TOW-00129,13.04409,77.49296,KA-BLR,STN-KA-BLR-0025,Vi,5000.0,Airtel,3,
TOW-00130,13.02914,77.51724,KA-BLR,STN-KA-BLR-0025,Vi,5000.0,Airtel,3,
TOW-00131,13.08519,77.50779,KA-BLR,STN-KA-BLR-0025,Airtel,5000.0,Airtel,3,
TOW-00132,13.06885,77.53613,KA-BLR,STN-KA-BLR-0025,Airtel,5000.0,Airtel,3,
TOW-00133,13.21331,77.75441,KA-BLR,STN-KA-BLR-0026,Vi,5000.0,Airtel,3,
TOW-00134,13.20185,77.7555,KA-BLR,STN-KA-BLR-0026,Vi,5000.0,Airtel,3,
TOW-00135,13.16978,77.73861,KA-BLR,STN-KA-BLR-0026,Airtel,5000.0,Airtel,3,
TOW-00136,12.87884,77.63844,KA-BLR,STN-KA-BLR-0027,BSNL,5000.0,Airtel,3,
TOW-00137,12.91982,77.67769,KA-BLR,STN-KA-BLR-0027,Airtel,5000.0,Airtel,3,
TOW-00138,12.87714,77.66689,KA-BLR,STN-KA-BLR-0027,Vi,5000.0,Airtel,3,
TOW-00139,12.99951,77.67494,KA-BLR,STN-KA-BLR-0028,Airtel,5000.0,Airtel,3,
TOW-00140,13.05857,77.68452,KA-BLR,STN-KA-BLR-0028,Airtel,5000.0,Airtel,3,
TOW-00141,13.0136,77.69078,KA-BLR,STN-KA-BLR-0028,Vi,5000.0,Airtel,3,
TOW-00142,13.06199,77.72761,KA-BLR,STN-KA-BLR-0028,Jio,5000.0,Airtel,3,
TOW-00143,13.01584,77.72426,KA-BLR,STN-KA-BLR-0029,Airtel,5000.0,Airtel,3,
TOW-00144,13.02471,77.66649,KA-BLR,STN-KA-BLR-0029,Airtel,5000.0,Airtel,3,
TOW-00145,13.034,77.68782,KA-BLR,STN-KA-BLR-0029,BSNL,5000.0,Airtel,3,
TOW-00146,12.97948,77.70043,KA-BLR,STN-KA-BLR-0029,Airtel,5000.0,Airtel,3,
TOW-00147,12.9921,77.70307,KA-BLR,STN-KA-BLR-0029,Jio,5000.0,Airtel,3,
TOW-00148,13.05436,77.53521,KA-BLR,STN-KA-BLR-0030,Airtel,5000.0,Airtel,3,
TOW-00149,13.03407,77.52252,KA-BLR,STN-KA-BLR-0030,BSNL,5000.0,Airtel,3,
TOW-00150,13.05977,77.57051,KA-BLR,STN-KA-BLR-0030,Vi,5000.0,Airtel,3,
TOW-00151,13.05843,77.65807,KA-BLR,STN-KA-BLR-0031,Vi,5000.0,Airtel,3,
TOW-00152,13.06688,77.58481,KA-BLR,STN-KA-BLR-0031,BSNL,5000.0,Airtel,3,
TOW-00153,13.07916,77.65789,KA-BLR,STN-KA-BLR-0031,BSNL,5000.0,Airtel,3,
TOW-00154,13.07697,77.65277,KA-BLR,STN-KA-BLR-0031,Jio,5000.0,Airtel,3,
TOW-00155,13.06262,77.65648,KA-BLR,STN-KA-BLR-0031,BSNL,5000.0,Airtel,3,
TOW-00156,13.08256,77.64419,KA-BLR,STN-KA-BLR-0031,BSNL,5000.0,Airtel,3,
TOW-00157,13.11236,77.62759,KA-BLR,STN-KA-BLR-0031,BSNL,5000.0,Airtel,3,
TOW-00158,12.88069,77.63563,KA-BLR,STN-KA-BLR-0032,Jio,5000.0,Airtel,3,
TOW-00159,12.85451,77.62551,KA-BLR,STN-KA-BLR-0032,Jio,5000.0,Airtel,3,
TOW-00160,12.88786,77.65722,KA-BLR,STN-KA-BLR-0032,Jio,5000.0,Airtel,3,
TOW-00161,12.83454,77.59737,KA-BLR,STN-KA-BLR-0032,Vi,5000.0,Airtel,3,
TOW-00162,12.87256,77.59913,KA-BLR,STN-KA-BLR-0032,BSNL,5000.0,Airtel,3,
TOW-00163,12.85589,77.65586,KA-BLR,STN-KA-BLR-0032,Airtel,5000.0,Airtel,3,
TOW-00164,12.84148,77.64243,KA-BLR,STN-KA-BLR-0032,BSNL,5000.0,Airtel,3,
TOW-00165,12.82955,77.81713,KA-BLR,STN-KA-BLR-0033,Jio,5000.0,Airtel,3,
TOW-00166,12.82521,77.79743,KA-BLR,STN-KA-BLR-0033,Jio,5000.0,Airtel,3,
TOW-00167,12.86284,77.75913,KA-BLR,STN-KA-BLR-0033,Airtel,5000.0,Airtel,3,
TOW-00168,12.86618,77.78705,KA-BLR,STN-KA-BLR-0033,Airtel,5000.0,Airtel,3,
TOW-00169,12.87267,77.76947,KA-BLR,STN-KA-BLR-0033,Vi,5000.0,Airtel,3,
TOW-00170,12.8692,77.42391,KA-BLR,STN-KA-BLR-0034,BSNL,5000.0,Airtel,3,
TOW-00171,12.90304,77.4437,KA-BLR,STN-KA-BLR-0034,BSNL,5000.0,Airtel,3,
TOW-00172,12.87684,77.42399,KA-BLR,STN-KA-BLR-0034,Vi,5000.0,Airtel,3,
TOW-00173,12.92595,77.4716,KA-BLR,STN-KA-BLR-0034,Vi,5000.0,Airtel,3,
TOW-00174,13.13541,77.45479,KA-BLR,STN-KA-BLR-0035,Jio,5000.0,Airtel,3,
TOW-00175,13.14919,77.4466,KA-BLR,STN-KA-BLR-0035,Vi,5000.0,Airtel,3,
TOW-00176,13.16984,77.4605,KA-BLR,STN-KA-BLR-0035,Airtel,5000.0,Airtel,3,
TOW-00177,13.17631,77.46151,KA-BLR,STN-KA-BLR-0035,BSNL,5000.0,Airtel,3,
TOW-00178,13.15348,77.38828,KA-BLR,STN-KA-BLR-0035,Vi,5000.0,Airtel,3,
TOW-00179,13.02864,77.73101,KA-BLR,STN-KA-BLR-0036,Airtel,5000.0,Airtel,3,
TOW-00180,13.03781,77.72725,KA-BLR,STN-KA-BLR-0036,Vi,5000.0,Airtel,3,
TOW-00181,13.01923,77.76032,KA-BLR,STN-KA-BLR-0036,Vi,5000.0,Airtel,3,
TOW-00182,13.05196,77.71437,KA-BLR,STN-KA-BLR-0036,Airtel,5000.0,Airtel,3,
TOW-00183,13.04191,77.71109,KA-BLR,STN-KA-BLR-0036,Vi,5000.0,Airtel,3,
TOW-00184,13.05903,77.72605,KA-BLR,STN-KA-BLR-0036,Airtel,5000.0,Airtel,3,
TOW-00185,13.15235,77.71196,KA-BLR,STN-KA-BLR-0037,BSNL,5000.0,Airtel,3,
TOW-00186,13.12519,77.66847,KA-BLR,STN-KA-BLR-0037,Vi,5000.0,Airtel,3,
TOW-00187,13.16043,77.64511,KA-BLR,STN-KA-BLR-0037,Jio,5000.0,Airtel,3,
TOW-00188,13.13237,77.66277,KA-BLR,STN-KA-BLR-0037,Vi,5000.0,Airtel,3,
TOW-00189,13.18529,77.66641,KA-BLR,STN-KA-BLR-0037,Airtel,5000.0,Airtel,3,
TOW-00190,13.15636,77.71806,KA-BLR,STN-KA-BLR-0037,BSNL,5000.0,Airtel,3,
TOW-00191,13.172,77.67695,KA-BLR,STN-KA-BLR-0037,Airtel,5000.0,Airtel,3,
TOW-00192,12.94782,77.64477,KA-BLR,STN-KA-BLR-0038,Airtel,5000.0,Airtel,3,
TOW-00193,12.91769,77.62629,KA-BLR,STN-KA-BLR-0038,Jio,5000.0,Airtel,3,
TOW-00194,12.92517,77.63033,KA-BLR,STN-KA-BLR-0038,BSNL,5000.0,Airtel,3,
TOW-00195,12.90675,77.62712,KA-BLR,STN-KA-BLR-0038,Jio,5000.0,Airtel,3,
TOW-00196,12.89473,77.60648,KA-BLR,STN-KA-BLR-0038,Airtel,5000.0,Airtel,3,
TOW-00197,12.9577,77.6082,KA-BLR,STN-KA-BLR-0038,Vi,5000.0,Airtel,3,
TOW-00198,12.95357,77.64125,KA-BLR,STN-KA-BLR-0038,Jio,5000.0,Airtel,3,
TOW-00199,12.9192,77.5361,KA-BLR,STN-KA-BLR-0039,Airtel,5000.0,Airtel,3,
TOW-00200,12.95757,77.60081,KA-BLR,STN-KA-BLR-0039,Vi,5000.0,Airtel,3,
TOW-00201,12.88384,77.60177,KA-BLR,STN-KA-BLR-0039,BSNL,5000.0,Airtel,3,
TOW-00202,12.96019,77.59046,KA-BLR,STN-KA-BLR-0039,Airtel,5000.0,Airtel,3,
TOW-00203,12.92828,77.63402,KA-BLR,STN-KA-BLR-0040,Airtel,5000.0,Airtel,3,
TOW-00204,12.89979,77.59902,KA-BLR,STN-KA-BLR-0040,Jio,5000.0,Airtel,3,
TOW-00205,12.88435,77.62284,KA-BLR,STN-KA-BLR-0040,Vi,5000.0,Airtel,3,
TOW-00206,12.8881,77.63186,KA-BLR,STN-KA-BLR-0040,Jio,5000.0,Airtel,3,
TOW-00207,12.97341,77.66406,KA-BLR,STN-KA-BLR-0041,BSNL,5000.0,Airtel,3,
TOW-00208,12.96916,77.7116,KA-BLR,STN-KA-BLR-0041,Vi,5000.0,Airtel,3,
TOW-00209,12.98355,77.67346,KA-BLR,STN-KA-BLR-0041,Jio,5000.0,Airtel,3,
TOW-00210,13.03905,77.71153,KA-BLR,STN-KA-BLR-0041,Jio,5000.0,Airtel,3,
TOW-00211,13.02522,77.71733,KA-BLR,STN-KA-BLR-0041,Airtel,5000.0,Airtel,3,
TOW-00212,13.13387,77.38425,KA-BLR,STN-KA-BLR-0042,Jio,5000.0,Airtel,3,
TOW-00213,13.16326,77.45711,KA-BLR,STN-KA-BLR-0042,Jio,5000.0,Airtel,3,
TOW-00214,13.12618,77.40487,KA-BLR,STN-KA-BLR-0042,Jio,5000.0,Airtel,3,
TOW-00215,13.15263,77.41248,KA-BLR,STN-KA-BLR-0042,BSNL,5000.0,Airtel,3,
TOW-00216,13.16923,77.41852,KA-BLR,STN-KA-BLR-0042,Jio,5000.0,Airtel,3,
TOW-00217,13.01059,77.47838,KA-BLR,STN-KA-BLR-0043,Vi,5000.0,Airtel,3,
TOW-00218,13.01548,77.43616,KA-BLR,STN-KA-BLR-0043,Jio,5000.0,Airtel,3,
TOW-00219,13.07791,77.45827,KA-BLR,STN-KA-BLR-0043,Airtel,5000.0,Airtel,3,
TOW-00220,12.88409,77.60077,KA-BLR,STN-KA-BLR-0044,Vi,5000.0,Airtel,3,
TOW-00221,12.89133,77.57485,KA-BLR,STN-KA-BLR-0044,BSNL,5000.0,Airtel,3,
TOW-00222,12.89749,77.60945,KA-BLR,STN-KA-BLR-0044,BSNL,5000.0,Airtel,3,
TOW-00223,12.85095,77.61082,KA-BLR,STN-KA-BLR-0044,Vi,5000.0,Airtel,3,
TOW-00224,12.79292,77.66292,KA-BLR,STN-KA-BLR-0045,Jio,5000.0,Airtel,3,
TOW-00225,12.87026,77.72457,KA-BLR,STN-KA-BLR-0045,BSNL,5000.0,Airtel,3,
TOW-00226,12.86317,77.73351,KA-BLR,STN-KA-BLR-0045,Jio,5000.0,Airtel,3,
TOW-00227,13.01859,77.42238,KA-BLR,STN-KA-BLR-0046,Vi,5000.0,Airtel,3,
TOW-00228,12.9602,77.42776,KA-BLR,STN-KA-BLR-0046,Vi,5000.0,Airtel,3,
TOW-00229,12.97186,77.45035,KA-BLR,STN-KA-BLR-0046,Jio,5000.0,Airtel,3,
TOW-00230,13.02168,77.40633,KA-BLR,STN-KA-BLR-0046,BSNL,5000.0,Airtel,3,
TOW-00231,12.98341,77.43908,KA-BLR,STN-KA-BLR-0046,Jio,5000.0,Airtel,3,
TOW-00232,13.10568,77.62555,KA-BLR,STN-KA-BLR-0047,BSNL,5000.0,Airtel,3,
TOW-00233,13.12972,77.58982,KA-BLR,STN-KA-BLR-0047,Vi,5000.0,Airtel,3,
TOW-00234,13.15691,77.57534,KA-BLR,STN-KA-BLR-0047,BSNL,5000.0,Airtel,3,
TOW-00235,13.12224,77.56501,KA-BLR,STN-KA-BLR-0047,Vi,5000.0,Airtel,3,
TOW-00236,13.15066,77.62417,KA-BLR,STN-KA-BLR-0047,Vi,5000.0,Airtel,3,
TOW-00237,13.12052,77.55841,KA-BLR,STN-KA-BLR-0047,Jio,5000.0,Airtel,3,
TOW-00238,12.94217,77.77386,KA-BLR,STN-KA-BLR-0048,Vi,5000.0,Airtel,3,
TOW-00239,12.95123,77.77811,KA-BLR,STN-KA-BLR-0048,BSNL,5000.0,Airtel,3,
TOW-00240,12.9884,77.77672,KA-BLR,STN-KA-BLR-0048,Airtel,5000.0,Airtel,3,
TOW-00241,12.92593,77.75595,KA-BLR,STN-KA-BLR-0048,BSNL,5000.0,Airtel,3,
TOW-00242,12.88574,77.71984,KA-BLR,STN-KA-BLR-0049,Airtel,5000.0,Airtel,3,
TOW-00243,12.87733,77.64387,KA-BLR,STN-KA-BLR-0049,BSNL,5000.0,Airtel,3,
TOW-00244,12.89494,77.71082,KA-BLR,STN-KA-BLR-0049,Jio,5000.0,Airtel,3,
TOW-00245,12.93001,77.68446,KA-BLR,STN-KA-BLR-0049,Vi,5000.0,Airtel,3,
TOW-00246,12.89245,77.71245,KA-BLR,STN-KA-BLR-0049,Airtel,5000.0,Airtel,3,
TOW-00247,12.89107,77.64343,KA-BLR,STN-KA-BLR-0049,Jio,5000.0,Airtel,3,
TOW-00248,12.82363,77.72323,KA-BLR,STN-KA-BLR-0050,Vi,5000.0,Airtel,3,
TOW-00249,12.86995,77.67441,KA-BLR,STN-KA-BLR-0050,Airtel,5000.0,Airtel,3,
TOW-00250,12.85818,77.69648,KA-BLR,STN-KA-BLR-0050,Airtel,5000.0,Airtel,3,
TOW-00251,12.80571,77.7077,KA-BLR,STN-KA-BLR-0051,BSNL,5000.0,Airtel,3,
TOW-00252,12.81752,77.67427,KA-BLR,STN-KA-BLR-0051,BSNL,5000.0,Airtel,3,
TOW-00253,12.8311,77.69342,KA-BLR,STN-KA-BLR-0051,Jio,5000.0,Airtel,3,
TOW-00254,12.8377,77.68418,KA-BLR,STN-KA-BLR-0051,Airtel,5000.0,Airtel,3,
