evidence_id,fir_id,evidence_type,description,collection_date,collection_officer_id,collection_location,condition,is_forensic,forensic_report_id,lab_name,lab_received_date,lab_result,is_recovered_property,estimated_value_inr,tags
EVI-00000066,FIR-HBL-2021-00004,witness_statement,Statement of shop keeper recorded,2021-01-15,OFF-0001112,"Crime scene near lat:15.299682936901446, lng:75.07867901129501",partial,false,,,,,false,0.0,witness_statement|FRAUD|fraud
EVI-00000067,FIR-BLG-2021-00003,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-01-14,OFF-0001443,"Crime scene near lat:15.790384, lng:74.489937",good,false,,,,,false,0.0,witness_statement|CHAIN|property
EVI-00000068,FIR-BLG-2021-00003,vehicle_tracking,GPS tracker data from accused vehicle,2021-01-11,OFF-0001442,"Crime scene near lat:15.790384, lng:74.489937",good,false,,,,,false,0.0,vehicle_tracking|CHAIN|property
EVI-00000069,FIR-DVG-2021-00003,cctv_footage,Hotel CCTV showing accused check-in,2021-01-19,OFF-0001702,"Crime scene near lat:14.576874, lng:76.145248",good,false,,,,,false,0.0,cctv_footage|CHAIN|property
EVI-00000070,FIR-RBG-2021-00005,cctv_footage,Hotel CCTV showing accused check-in,2021-01-18,OFF-0003741,"Crime scene near lat:15.528795, lng:74.985349",good,false,,,,,false,0.0,cctv_footage|BURGLARY|property
EVI-00000071,FIR-RBG-2021-00005,forensic_report,Ballistic report on firearm,2021-01-23,OFF-0003742,"Crime scene near lat:15.528795, lng:74.985349",good,true,FSL-0000072,Regional Forensic Lab Mangaluru,2021-02-05,Positive for narcotics,false,0.0,forensic_report|BURGLARY|property
EVI-00000072,FIR-BLR-2021-00008,cctv_footage,Traffic camera footage of escape route,2021-01-18,OFF-0000473,"Crime scene near lat:12.954503, lng:77.733171",damaged,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000073,FIR-BLR-2021-00008,physical_object,Seized iron rod used as weapon,2021-01-15,OFF-0000469,"Crime scene near lat:12.954503, lng:77.733171",partial,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000074,FIR-DVG-2021-00004,vehicle_tracking,FASTag records showing vehicle movement,2021-01-18,OFF-0001753,"Crime scene near lat:14.319952, lng:75.775121",partial,false,,,,,false,0.0,vehicle_tracking|CHAIN|property
EVI-00000075,FIR-DVG-2021-00004,cctv_footage,CCTV footage from nearby bank ATM showing accused,2021-01-18,OFF-0001750,"Crime scene near lat:14.319952, lng:75.775121",partial,false,,,,,false,0.0,cctv_footage|CHAIN|property
EVI-00000076,FIR-DVG-2021-00004,witness_statement,Voluntary statement of witness given,2021-01-19,OFF-0001751,"Crime scene near lat:14.319952, lng:75.775121",good,false,,,,,false,0.0,witness_statement|CHAIN|property
EVI-00000077,FIR-RBG-2021-00006,forensic_report,Chemical analysis of seized narcotic,2021-01-13,OFF-0003601,"Crime scene near lat:15.295558539189656, lng:74.90226034197542",good,true,FSL-0000078,KFSL Mysuru,2021-01-20,DNA matches accused profile,false,0.0,forensic_report|BURGLARY|property
EVI-00000078,FIR-RBG-2021-00006,fingerprints,Palm print lifted from window sill,2021-01-14,OFF-0003601,"Crime scene near lat:15.295558539189656, lng:74.90226034197542",good,true,FSL-0000079,KFSL Mysuru,2021-01-24,DNA matches accused profile,false,0.0,fingerprints|BURGLARY|property
EVI-00000079,FIR-RBG-2021-00006,cctv_footage,Market CCTV footage retrieved,2021-01-17,OFF-0003600,"Crime scene near lat:15.295558539189656, lng:74.90226034197542",good,false,,,,,false,0.0,cctv_footage|BURGLARY|property
EVI-00000080,FIR-BLR2-2021-00004,physical_object,Stolen mobile phone recovered from accused,2021-01-14,OFF-0003588,"Crime scene near lat:14.81862, lng:76.597632",good,false,,,,,false,0.0,physical_object|ARSON|property
EVI-00000081,FIR-RBG-2021-00007,physical_object,Stolen two-wheeler recovered,2021-01-16,OFF-0003638,"Crime scene near lat:15.39475528080893, lng:75.11655223633267",good,false,,,,,false,0.0,physical_object|BURGLARY|property
EVI-00000082,FIR-RBG-2021-00007,forensic_report,Fingerprint report from KFSL,2021-01-19,OFF-0003639,"Crime scene near lat:15.39475528080893, lng:75.11655223633267",good,true,FSL-0000083,Regional Forensic Lab Mangaluru,2021-01-24,Fingerprint matched with accused,false,0.0,forensic_report|BURGLARY|property
EVI-00000083,FIR-RBG-2021-00007,cctv_footage,Market CCTV footage retrieved,2021-01-21,OFF-0003639,"Crime scene near lat:15.39475528080893, lng:75.11655223633267",damaged,false,,,,,false,0.0,cctv_footage|BURGLARY|property
EVI-00000084,FIR-RBG-2021-00007,witness_statement,Voluntary statement of witness given,2021-01-19,OFF-0003639,"Crime scene near lat:15.39475528080893, lng:75.11655223633267",partial,false,,,,,false,0.0,witness_statement|BURGLARY|property
EVI-00000085,FIR-BLR2-2021-00005,witness_statement,Statement of shop keeper recorded,2021-01-20,OFF-0003432,"Crime scene near lat:15.277009, lng:76.77839",good,false,,,,,false,0.0,witness_statement|DRUNK_DRV|traffic
EVI-00000086,FIR-BLR2-2021-00005,cctv_footage,CCTV footage from nearby bank ATM showing accused,2021-01-19,OFF-0003426,"Crime scene near lat:15.277009, lng:76.77839",partial,false,,,,,false,0.0,cctv_footage|DRUNK_DRV|traffic
EVI-00000087,FIR-BLR2-2021-00005,physical_object,Country-made weapon seized,2021-01-16,OFF-0003426,"Crime scene near lat:15.277009, lng:76.77839",good,false,,,,,false,0.0,physical_object|DRUNK_DRV|traffic
EVI-00000088,FIR-BLR-2021-00009,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-01-21,OFF-0000546,"Crime scene near lat:12.941095, lng:77.423522",partial,false,,,,,false,0.0,witness_statement|HIT_RUN|traffic
EVI-00000089,FIR-DVG-2021-00005,vehicle_tracking,Toll plaza records with vehicle photograph,2021-01-22,OFF-0001761,"Crime scene near lat:14.407795507386721, lng:75.85316047336082",good,false,,,,,false,0.0,vehicle_tracking|CHAIN|property
EVI-00000090,FIR-DVG-2021-00005,cctv_footage,Hotel CCTV showing accused check-in,2021-01-19,OFF-0001758,"Crime scene near lat:14.407795507386721, lng:75.85316047336082",good,false,,,,,false,0.0,cctv_footage|CHAIN|property
EVI-00000091,FIR-RBG-2021-00008,witness_statement,Voluntary statement of witness given,2021-01-27,OFF-0003721,"Crime scene near lat:15.383117157366831, lng:75.23884074615343",contaminated,false,,,,,false,0.0,witness_statement|BURGLARY|property
EVI-00000092,FIR-RBG-2021-00008,forensic_report,Chemical analysis of seized narcotic,2021-01-27,OFF-0003721,"Crime scene near lat:15.383117157366831, lng:75.23884074615343",good,true,FSL-0000093,Regional Forensic Lab Mangaluru,2021-02-02,DNA matches accused profile,false,0.0,forensic_report|BURGLARY|property
EVI-00000093,FIR-RBG-2021-00008,fingerprints,Fingerprints lifted from crime scene matched with accused,2021-01-24,OFF-0003718,"Crime scene near lat:15.383117157366831, lng:75.23884074615343",damaged,true,FSL-0000094,KFSL Bengaluru,2021-01-26,No match found,false,0.0,fingerprints|BURGLARY|property
EVI-00000094,FIR-RBG-2021-00008,physical_object,Country-made weapon seized,2021-01-27,OFF-0003718,"Crime scene near lat:15.383117157366831, lng:75.23884074615343",good,false,,,,,false,0.0,physical_object|BURGLARY|property
EVI-00000095,FIR-RBG-2021-00008,cctv_footage,CCTV footage from nearby bank ATM showing accused,2021-01-21,OFF-0003718,"Crime scene near lat:15.383117157366831, lng:75.23884074615343",damaged,false,,,,,false,0.0,cctv_footage|BURGLARY|property
EVI-00000096,FIR-RBG-2021-00009,witness_statement,Statement of auto driver who saw accused,2021-01-19,OFF-0003741,"Crime scene near lat:15.517531, lng:75.01431",good,false,,,,,false,0.0,witness_statement|TRESPASS|property
EVI-00000097,FIR-RBG-2021-00009,cctv_footage,CCTV footage from nearby bank ATM showing accused,2021-01-19,OFF-0003743,"Crime scene near lat:15.517531, lng:75.01431",good,false,,,,,false,0.0,cctv_footage|TRESPASS|property
EVI-00000098,FIR-RBG-2021-00010,cctv_footage,Hotel CCTV showing accused check-in,2021-01-18,OFF-0003741,"Crime scene near lat:15.50812, lng:75.014849",good,false,,,,,false,0.0,cctv_footage|BURGLARY|property
EVI-00000099,FIR-BLG-2021-00004,dna_sample,Saliva sample from cigarette butt,2021-01-19,OFF-0001291,"Crime scene near lat:15.89706624411341, lng:74.48730635609759",good,true,FSL-0000100,District Forensic Lab,2021-01-20,Inconclusive,false,0.0,dna_sample|ASSAULT|violent
EVI-00000100,FIR-BLG-2021-00004,witness_statement,Statement of shop keeper recorded,2021-01-22,OFF-0001289,"Crime scene near lat:15.89706624411341, lng:74.48730635609759",good,false,,,,,false,0.0,witness_statement|ASSAULT|violent
EVI-00000101,FIR-BLG-2021-00004,forensic_report,Ballistic report on firearm,2021-01-20,OFF-0001291,"Crime scene near lat:15.89706624411341, lng:74.48730635609759",partial,true,FSL-0000102,KFSL Bengaluru,2021-01-21,Matches with accused sample,false,0.0,forensic_report|ASSAULT|violent
EVI-00000102,FIR-RBG-2021-00011,witness_statement,Voluntary statement of witness given,2021-01-18,OFF-0003801,"Crime scene near lat:15.348023, lng:74.951011",good,false,,,,,false,0.0,witness_statement|DRUNK_DRV|traffic
EVI-00000103,FIR-RBG-2021-00012,forensic_report,Chemical analysis of seized narcotic,2021-01-18,OFF-0003795,"Crime scene near lat:15.505973, lng:75.355589",good,true,FSL-0000104,KFSL Mysuru,2021-01-19,Fingerprint matched with accused,false,0.0,forensic_report|BURGLARY|property
EVI-00000104,FIR-RBG-2021-00012,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-01-22,OFF-0003794,"Crime scene near lat:15.505973, lng:75.355589",partial,false,,,,,false,0.0,witness_statement|BURGLARY|property
EVI-00000105,FIR-RBG-2021-00012,cctv_footage,Hotel CCTV showing accused check-in,2021-01-19,OFF-0003796,"Crime scene near lat:15.505973, lng:75.355589",partial,false,,,,,false,0.0,cctv_footage|BURGLARY|property
EVI-00000106,FIR-BLR-2021-00010,witness_statement,Neighbour's statement recorded,2021-01-26,OFF-0000524,"Crime scene near lat:12.940196, lng:77.749855",good,false,,,,,false,0.0,witness_statement|BURGLARY|property
EVI-00000107,FIR-BLR-2021-00010,forensic_report,Blood group analysis report,2021-01-19,OFF-0000517,"Crime scene near lat:12.940196, lng:77.749855",good,true,FSL-0000108,District Forensic Lab,2021-02-01,Positive for narcotics,false,0.0,forensic_report|BURGLARY|property
EVI-00000108,FIR-BLR-2021-00010,fingerprints,Fingerprints lifted from crime scene matched with accused,2021-01-19,OFF-0000516,"Crime scene near lat:12.940196, lng:77.749855",good,true,FSL-0000109,KFSL Hubballi,2021-01-29,Fingerprint matched with accused,false,0.0,fingerprints|BURGLARY|property
EVI-00000109,FIR-BLR-2021-00011,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-01-23,OFF-0000458,"Crime scene near lat:12.967002, lng:77.798222",good,false,,,,,false,0.0,witness_statement|CHAIN|property
EVI-00000110,FIR-BLR-2021-00011,cctv_footage,Traffic camera footage of escape route,2021-01-21,OFF-0000455,"Crime scene near lat:12.967002, lng:77.798222",damaged,false,,,,,false,0.0,cctv_footage|CHAIN|property
EVI-00000111,FIR-BLR-2021-00011,vehicle_tracking,FASTag records showing vehicle movement,2021-01-19,OFF-0000454,"Crime scene near lat:12.967002, lng:77.798222",damaged,false,,,,,false,0.0,vehicle_tracking|CHAIN|property
EVI-00000112,FIR-MGL-2021-00004,witness_statement,Statement of shop keeper recorded,2021-01-19,OFF-0000983,"Crime scene near lat:12.505649, lng:75.127572",good,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000113,FIR-MGL-2021-00004,physical_object,Country-made weapon seized,2021-01-21,OFF-0000991,"Crime scene near lat:12.505649, lng:75.127572",good,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000114,FIR-BLR-2021-00012,witness_statement,Voluntary statement of witness given,2021-01-25,OFF-0000056,"Crime scene near lat:12.90781, lng:77.399086",good,false,,,,,false,0.0,witness_statement|MURDER|violent
EVI-00000115,FIR-KLP-2021-00004,cctv_footage,Shop CCTV footage showing accused vehicle,2021-01-26,OFF-0001629,"Crime scene near lat:17.169116, lng:77.332807",damaged,false,,,,,false,0.0,cctv_footage|HIT_RUN|traffic
EVI-00000116,FIR-KLP-2021-00004,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-01-26,OFF-0001635,"Crime scene near lat:17.169116, lng:77.332807",good,false,,,,,false,0.0,witness_statement|HIT_RUN|traffic
